Human gene name,Gene name
MCMDC2,Mcmdc2
CXXC5,Cxxc5
UGGT2,Uggt2
HERC4,Herc4
DMRTB1,Dmrtb1
SPTLC2,Sptlc2
MIRLET7A3,Mirlet7c-2
PPARA,Ppara
PSD2,Psd2
HLA-DMA,H2-DMa
AIFM3,Aifm3
OR52L1,Olfr685
RMND5A,Rmnd5a
ETFB,Etfb
FDXACB1,Fdxacb1
DEFB118,Defb21
THOC2,Thoc2
FAM163B,Fam163b
ABCA3,Abca3
SLC6A18,Slc6a18
IQCF1,Iqcf1
DEFB119,Defb19
PRLR,Prlr
GCA,Gca
ALKBH1,Alkbh1
ZNRD2,Znrd2
IQCF5,Iqcf5
HS6ST3,Hs6st3
OR56B4,Olfr688
,Alg9
ALG9,Alg9
SAXO2,Saxo2
CACUL1,Cacul1
OXGR1,Oxgr1
RNF103,Rnf103
OR56B4,Olfr689
OR4C15,Olfr1232
TMEM144,Tmem144
SNORD87,Snord87
ETFB,Etfbl
TCF24,Tcf24
MBNL2,Mbnl2
SCCPDH,Sccpdh
,
SNORA58,
SLIRP,Slirp
NOBOX,Nobox
PAPOLG,Papolg
OR52B2,Olfr691
DEFB123,Defb36
AXL,Axl
DEFB124,Defb25
MBOAT2,Mboat2
OR4A15,Olfr1234
IQCF3,Iqcf3
,Iqcf3
TLCD4,Tlcd4
ABTB1,Abtb1
REM1,Rem1
,Atp5o
ATP5PO,Atp5o
XIAP,Xiap
ADGRB2,Adgrb2
SMG7,Smg7
NANOS1,Nanos1
GNPTAB,Gnptab
EIF3A,Eif3a
DBH,Dbh
COL12A1,Col12a1
MRPS6,Mrps6
PMS2,Pms2
KLHL4,Klhl4
DZIP3,Dzip3
MED1,Med1
DCLRE1C,Dclre1c
SNORA19,
,
ERMP1,Ermp1
RNU6-1158P,Gm25696
GASK1B,Gask1b
ANO1,Ano1
CHMP3,Chmp3
RNF103-CHMP3,Chmp3
SNW1,Snw1
ALG14,Alg14
HMBOX1,Hmbox1
ZUP1,Zup1
RN7SKP289,7SK
TPK1,Tpk1
EIF1AX,Eif1ad12
PI4KB,Pi4kb
EIF1AX,Eif1ad8
NRG2,Nrg2
MIA2,Mia2
CTAGE8,Mia2
CTAGE6,Mia2
CTAGE15,Mia2
CTAGE1,Mia2
CTAGE9,Mia2
CTAGE4,Mia2
U4,U4
RNU1-62P,Gm24624
CPXCR1,Cpxcr1
PLIN4,Plin4
MLANA,Mlana
H2AB3,H2ab2
H2AB2,H2ab2
H2AB1,H2ab2
,
,
SNORA9B,
H2AB3,H2ab1
H2AB2,H2ab1
H2AB1,H2ab1
LTBP3,Ltbp3
PODXL2,Podxl2
PURA,Pura
TGIF2LX,Tgif2lx2
TGIF2LY,Tgif2lx2
TGIF2LX,Tgif2lx1
TGIF2LY,Tgif2lx1
IGIP,Igip
CYSTM1,Cystm1
HLA-DMB,H2-DMb2
,H2-DMb2
PABPC5,Pabpc5
PCDH11X,Pcdh11x
PCDH11Y,Pcdh11x
COL5A2,Col5a2
PFDN1,Pfdn1
CDPF1,Cdpf1
HBEGF,Hbegf
RNU6-808P,Gm22576
SLC5A3,Slc5a3
OBSCN,Obscn
SIRT1,Sirt1
CDK14,Cdk14
SLC4A9,Slc4a9
PLIN5,Plin5
KCNE2,Kcne2
H2AB3,H2ab3
H2AB2,H2ab3
H2AB1,H2ab3
CNTNAP2,Cntnap2
SMIM11,Smim11
,Smim11
RNU6-1125P,U6
,Fam243
C21orf140,Fam243
NAP1L3,Nap1l3
KCNE1,Kcne1
,Kcne1
CNN3,Cnn3
CLDN34,Cldn34c1
PKDREJ,Pkdrej
CIP2A,Cip2a
OR4A8,Olfr1238
OR4A5,Olfr1238
AGXT2,Agxt2
KCNH7,Kcnh7
LRG1,Lrg1
IQCF6,Iqcf6
CLDN34,Gm2411
HLA-DMB,H2-DMb1
,H2-DMb1
7SK,7SK
DENND10,Dennd10
KIRREL3,Kirrel3
CLDN34,Cldn34c2
WDFY1,Wdfy1
FAM120A,Fam120a
CLDN34,Gm5945
RWDD1,Rwdd1
TTC38,Ttc38
RAP2A,Rap2a
RNU6-185P,Gm23503
RNU6-608P,Gm23503
OR4A16,Olfr1240
OR4A16,Olfr1241
SLC44A3,Slc44a3
ABCC9,Abcc9
OR4A16,Olfr1242
RNPS1,Rnps1
INTS9,Ints9
MAPK10,Mapk10
FIGN,Fign
TRAPPC3L,Trappc3l
KIAA2026,9930021J03Rik
MRPS36,Mrps36
DNAJC12,Dnajc12
OR52W1,Olfr692
,Rcan1
RCAN1,Rcan1
OR4A16,Olfr1243
DNAJC21,Dnajc21
VSIG10L,Vsig10l
SUV39H2,Suv39h2
ZNF687,Zfp687
DMTF1,Dmtf1l
RANBP6,Ranbp6
CALHM4,Calhm4
EXTL3,Extl3
SFXN4,Sfxn4
CENPH,Cenph
CLDN34,Cldn34c4
RNF7,Rnf7l
GTSE1,Gtse1
CALHM5,Calhm5
RNU6-636P,Gm25061
IGLON5,Iglon5
OR4A16,Olfr1245
CALHM6,Calhm6
RNU6-576P,Gm24522
OR4A8,Olfr1246
OR4A5,Olfr1246
SEMA6B,Sema6b
DSE,Dse
,Dse
OR4A16,Olfr1247
STAG2,Stag2
RIPOR2,Ripor2
OR4A16,Olfr1248
FZD3,Fzd3
MYH15,Myh15
OR4A16,Olfr1250
FGF3,Fgf3
BRIX1,Brix1
SARDH,Sardh
PRDX3,Prdx3
ATP11B,Atp11b
CYP2S1,Cyp2s1
IPO5,Ipo5
TSPYL1,Tspyl1
CTNNA3,Ctnna3
IL33,Il33
TNFAIP8L1,Tnfaip8l1
PPP1R42,Ppp1r42
MYDGF,Mydgf
LZTR1,Lztr1
PSMB9,Psmb9
TRMU,Trmu
FGF4,Fgf4
F7,F7
LRRTM3,Lrrtm3
EFL1,Efl1
RNVU1-25,Gm26046
U1,Gm26046
RNVU1-26,Gm26046
RNVU1-24,Gm26046
TPD52L3,Trpd52l3
GRK5,Grk5
EFR3A,Efr3a
ECI1,Eci1
CHPT1,Chpt1
MRPL44,Mrpl44
OR4A8,Olfr1251
OR4A5,Olfr1251
SNORA17A,
NFAT5,Nfat5
HSPA14,Hspa14
U6,Gm24674
RNU6-930P,Gm24674
RNU6-191P,Gm24674
,Gm22520
SERPINE2,Serpine2
DPP9,Dpp9
RNU5E-5P,Gm22365
MPLKIP,Gm7102
UHRF2,Uhrf2
COX7A2,Cox7a2
NMNAT2,Nmnat2
FBXO16,Fbxo16
GRM2,Grm2
OR4A16,Olfr1252
OR4A8,Olfr1253
OR4A5,Olfr1253
FGF19,Fgf15
F3,F3
GRB14,Grb14
TMEM30A,Tmem30a
ANKHD1,Ankhd1
ANKHD1-EIF4EBP3,Ankhd1
DNASE1L2,Dnase1l2
ZNF395,Zfp395
PSMD4,Psmd4
MEX3B,Mex3b
TEX264,Tex264
FARP1,Farp1
SCYL1,Scyl1
FAM124B,Fam124b
FEM1A,Fem1a
TICAM1,Ticam1
AHCTF1,Ahctf1
PLIN3,Plin3
,Gm45902
CLIC6,Clic6
OR4A16,Olfr1254
RNU6-219P,Gm22829
ARRDC5,Arrdc5
FILIP1,Filip1
PNOC,Pnoc
SYCP3,Sycp3
OR4C12,Olfr1255
CDNF,Cdnf
TAP1,Tap1
THAP7,Thap7
OR4A47,Olfr1256
STK24,Stk24
OR4C13,Olfr1257
OR4C46,Olfr1257
OR4C13,Olfr1258
OR4C46,Olfr1258
RN7SKP283,7SK
RN7SKP13,7SK
RN7SKP46,7SK
RAD54L2,Rad54l2
OR4C12,Olfr1259
NQO1,Nqo1
FAM107B,Fam107b
SLC15A1,Slc15a1
ANKHD1,Maskbp3
ANKHD1-EIF4EBP3,Maskbp3
PDLIM3,Pdlim3
RUNX1,Runx1
REEP3,Reep3
EIF4EBP3,Eif4ebp3
SRA1,Sra1
COPS5,Cops5
OR4C5,Olfr1260
ST3GAL4,St3gal4
LTO1,LTO1
DCUN1D1,Dcun1d1
NT5DC1,Nt5dc1
OR4C45,Olfr1261
GABRB1,Gabrb1
NOB1,Nob1
CSF2RA,Csf2ra
VAV2,Vav2
ARMH2,Armh2
SLC6A19,Slc6a19
APBB3,Apbb3
ELP3,Elp3
TEX13D,
TEX13C,
SH2D1A,Sh2d1a
RAD1,Rad1
IFT57,Ift57
C4orf47,1700029J07Rik
LAMC2,Lamc2
CCND1,Ccnd1
RSPH10B,Rsph10b
RSPH10B2,Rsph10b
DIAPH2,Diaph2
GLDC,Gldc
F10,F10
SLC35A4,Slc35a4
PSMB8,Psmb8
TTC23L,Ttc23l
DCPS,Dcps
PTTG1IP2,Pttg1ip2
CCNB1,Ccnb1
ABCD3,Abcd3
SH2B1,Sh2b1
CUL3,Cul3
COMMD8,Commd8
CD14,Cd14
TIRAP,Tirap
TMCO6,Tmco6
TAP2,Tap2
,Tap2
MBL2,Mbl2
CLDN12,Cldn12
DKK1,Dkk1
LRRC74B,Lrrc74b
CELSR1,Celsr1
OR4C45,Olfr1262
NUGGC,Nuggc
PRKG1,Prkg1
TSPYL4,Tspyl4
OR4C45,Olfr1263
SCARA5,Scara5
NDUFA2,Ndufa2
PROZ,Proz
PRAMEF20,Oog1
PRAMEF10,Oog1
PRAMEF12,Oog1
PRAMEF26,Oog1
PRAMEF18,Oog1
PRAMEF14,Oog1
PRAMEF9,Oog1
PRAMEF1,Oog1
PRAMEF4,Oog1
PRAMEF33,Oog1
PRAMEF17,Oog1
PRAMEF15,Oog1
PRAMEF25,Oog1
PRAMEF6,Oog1
PRAMEF13,Oog1
PRAMEF2,Oog1
PRAMEF27,Oog1
PRAMEF5,Oog1
PRAMEF11,Oog1
PRAMEF8,Oog1
PRAMEF19,Oog1
PRAMEF7,Oog1
CCZ1,Ccz1
CCZ1B,Ccz1
RPAP1,Rpap1
MYBPC1,Mybpc1
NEDD4L,Nedd4l
E4F1,E4f1
CSTF2T,Cstf2t
EIF1AX,Eif1ad6
A1CF,A1cf
LAMC1,Lamc1
UBL5,Ubl5b
FBXO33,Fbxo33
UFSP2,Ufsp2
IBA57,Iba57
GMNN,Gmnn
GJC2,Gjc2
PTPN13,Ptpn13
BCL11A,Bcl11a
DCAF1,Dcaf1
EIF1AX,Eif1ad19
PBK,Pbk
EIF1AX,Eif1ad13
EIF1AX,Eif1ad2
HUWE1,Huwe1
SETD4,Setd4
GRAMD4,Gramd4
UBL5,Ubl5c
ESCO2,Esco2
CCDC195,Gm45261
RNU6-1205P,Gm23059
RNU6-1180P,Gm23059
EIF1AX,Eif1ad3
EIF1AX,Eif1ad4
SHCBP1L,Shcbp1l
EIF1AX,Eif1ad14
ANKRD37,Ankrd37
C6orf62,BC005537
LRFN5,Lrfn5
RECQL5,Recql5
CCDC25,Ccdc25
CD163,Cd163
TARDBP,Tardbp
OCM2,Ocm
OCM,Ocm
GRIA2,Gria2
ASAH2,Asah2
ATP10D,Atp10d
,Gm25588
,Gm25588
DNAH7,Dnah7b
PKN1,Pkn1
SCARA3,Scara3
RAI14,Rai14
ACOT13,Acot13
KIDINS220,Kidins220
SLC30A5,Slc30a5
CLU,Clu
FRK,Frk
P2RX6,P2rx6
SLC10A6,Slc10a6
LMTK2,Lmtk2
PGP,Pgp
SRPRA,Srpr
HLA-DOB,H2-Ob
SIGLEC6,Cd33
CD33,Cd33
SMIM5,Smim5
AMD1,Amd2
OC90,Oc90
,Oc90
SPIC,Spic
CTBP1,Ctbp1
MANF,Manf
TDP2,Tdp2
RNU6-526P,U6
RNU6-677P,U6
KDM3A,Kdm3a
CBR1,Cbr1
GUK1,Guk1
CBR1,Gm5678
PPP2R1B,Ppp2r1b
RN7SKP231,7SK
RN7SKP28,7SK
DHX9,Dhx9
ADAM2,Adam2
CBR3,Cbr3
HS3ST5,Hs3st5
HLA-DQB1,H2-Ab1
HLA-DQB2,H2-Ab1
SLC12A7,Slc12a7
CYP2A6,Cyp2a4
CYP2A7,Cyp2a4
CYP2A13,Cyp2a4
SLC7A4,Slc7a4
ZNF775,Zfp719
SAP30BP,Sap30bp
EPHX2,Ephx2
SGMS1,Sgms1
ARL1,Arl1
PRAMEF20,Gm2042
PRAMEF10,Gm2042
PRAMEF12,Gm2042
PRAMEF26,Gm2042
PRAMEF18,Gm2042
PRAMEF14,Gm2042
PRAMEF9,Gm2042
PRAMEF1,Gm2042
PRAMEF4,Gm2042
PRAMEF33,Gm2042
PRAMEF17,Gm2042
PRAMEF15,Gm2042
PRAMEF25,Gm2042
PRAMEF6,Gm2042
PRAMEF13,Gm2042
PRAMEF2,Gm2042
PRAMEF27,Gm2042
PRAMEF5,Gm2042
PRAMEF11,Gm2042
PRAMEF8,Gm2042
PRAMEF19,Gm2042
PRAMEF7,Gm2042
SULT2A1,Sult2a2
CD47,Cd47
CEACAM18,Ceacam18
UHRF1,Uhrf1
TMC3,Tmc3
JMJD1C,Jmjd1c
MRPL55,Mrpl55
CERK,Cerk
RNU6-1201P,Gm24921
MCM2,Mcm2
ID2,Id2
PCID2,Pcid2
C1orf35,2310033P09Rik
FSCB,Fscb
HM13,H13
MCCC1,Mccc1
BHLHA15,Bhlha15
EIF1AX,Eif1ad17
CDK12,Cdk12
EIF1AX,Eif1ad16
C1QTNF3,C1qtnf3
C1QTNF3-AMACR,C1qtnf3
EIF1AX,Eif1ad11
GTPBP10,Gtpbp10
MINPP1,Minpp1
C14orf28,Gm527
HHLA1,Hhla1
NLRP9,Nlrp9c
PAPSS2,Papss2
NPL,Npl
WWP2,Wwp2
CHRNA2,Chrna2
EIF1AX,Eif1ad18
CMAS,Cmas
KIAA0319,D130043K22Rik
TBC1D22A,Tbc1d22a
FAM237B,Gm8773
DNAH7,Dnah7c
,1700016H13Rik
C4orf36,1700016H13Rik
SULT2A1,Sult2a1
GLRB,Glrb
KLHL28,Klhl28
PTK2B,Ptk2b
REEP1,Reep1
TUFM,Tufm
ATAD1,Atad1
RNF144A,Rnf144a
AMACR,Amacr
USP33,Usp33
SLC39A10,Slc39a10
MAEA,Maea
PIK3R1,Pik3r1
RNU6-847P,Gm26359
RNU6-1092P,Gm26359
RNU6-88P,Gm26359
RNU6-887P,Gm26359
RNU6-1301P,Gm26359
HDAC2,Hdac2
DOP1B,Dop1b
MRPL35,Mrpl35
KCNQ3,Kcnq3
ARF1,Arf1
ST8SIA1,St8sia1
RBM15B,Rbm15b
PRAMEF20,Pramel51
PRAMEF10,Pramel51
PRAMEF12,Pramel51
PRAMEF26,Pramel51
PRAMEF18,Pramel51
PRAMEF14,Pramel51
PRAMEF9,Pramel51
PRAMEF1,Pramel51
PRAMEF4,Pramel51
PRAMEF33,Pramel51
PRAMEF17,Pramel51
PRAMEF15,Pramel51
PRAMEF25,Pramel51
PRAMEF6,Pramel51
PRAMEF13,Pramel51
PRAMEF2,Pramel51
PRAMEF27,Pramel51
PRAMEF5,Pramel51
PRAMEF11,Pramel51
PRAMEF8,Pramel51
PRAMEF19,Pramel51
PRAMEF7,Pramel51
SENP6,Senp6
NRBF2,Nrbf2
NEUROD2,Neurod2
SLC45A2,Slc45a2
CUL1,Cul1
WNT3A,Wnt3a
RNU1-104P,Gm23240
SIGLEC8,Siglece
SIGLEC7,Siglece
SIGLEC9,Siglece
SIGLEC12,Siglece
EIF1AX,Eif1ad10
WNT9A,Wnt9a
TECPR1,Tecpr1
MARCKS,Marcks
EIF1AX,Eif1ad7
FANCL,Fancl
CSPP1,Cspp1
DNAAF11,Lrrc6
EIF1AX,Eif1ad15
PTGER1,Ptger1
ALDH5A1,Aldh5a1
MIR140,Mir140
PSMD7,Psmd7
RSAD2,Rsad2
,Rfpl4b
RFPL4B,Rfpl4b
EGR2,Egr2
SULT2A1,Sult2a4
TAFA5,Tafa5
MLST8,Mlst8
CTU1,Ctu1
OR4C3,Olfr1264
CUL4A,Cul4a
OR4X2,Olfr1265
CD180,Cd180
ADO,Ado
TMEM71,Tmem71
STARD5,Stard5
OR4X2,Olfr1267-ps1
ID1,Id1
C1orf127,Gm572
NKD2,Nkd2
ZNF365,Zfp365
OR4X1,Olfr1268-ps1
OR4X2,Olfr1269
PEX5,Pex5
TOX,Tox
COX4I2,Cox4i2
ADAMTS12,Adamts12
UTP20,Utp20
PTEN,Pten
OR4B1,Olfr32
KLK14,Klk14
ZFHX3,Zfhx3
SULT2A1,Sult2a3
PRSS38,Prss38
RNLS,Rnls
BCL2L1,Bcl2l1
NLRP4,Nlrp4a
TRIP13,Trip13
PPP1R1B,Ppp1r1b
ZFP37,Zfp37
P2RX4,P2rx4
TARS1,Tars
LAMP1,Lamp1
TOGARAM1,Togaram1
SLC31A2,Slc31a2
OR4B1,Olfr1270
LRP2BP,Lrp2bp
GPLD1,Gpld1
U6,Gm25558
PHACTR3,Phactr3
FOXRED1,Foxred1
SNAP47,Snap47
BRD1,Brd1
SULT2A1,Sult2a6
KLK13,Klk13
VRK2,Vrk2
FHIP1B,Fhip1b
LAMA4,Lama4
MORC3,Morc3
ZBED4,Zbed4
RNU6-271P,Gm23095
LIPF,Lipf
BRICD5,Bricd5
CMPK2,Cmpk2
DDX39A,Ddx39a
MRS2,Mrs2
NPR3,Npr3
MIRLET7F2,Mirlet7f-2
MIR98,Mir98
DCDC2,Dcdc2a
STARD3,Stard3
ARHGAP4,Arhgap4
LIPK,Lipk
TPRA1,Tpra1
SIK2,Sik2
SOX11,Sox11
SLC5A8,Slc5a8
ADCK1,Adck1
NRSN1,Nrsn1
ALG12,Alg12
PEX14,Pex14
FAM229B,Fam229b
HLA-DRB5,H2-Eb2
HLA-DRB1,H2-Eb2
PMFBP1,Pmfbp1
CHAF1B,Chaf1b
LIPN,Lipn
TCAP,Tcap
HLA-DRA,H2-Ea
HDGFL1,Hdgfl1
PNMT,Pnmt
BRD9,Brd9
BTNL2,Btnl2
JMJD4,Jmjd4
DFFA,Dffa
LIPM,Lipm
SUB1,Sub1
DHX38,Dhx38
PDGFC,Pdgfc
CORIN,Corin
PRPF39,Prpf39
CRELD2,Creld2
ANKRD22,Ankrd22
BBX,Bbx
KDM4B,Kdm4b
CORT,Cort
CENPS,Cenps
TUBE1,Tube1
STAMBPL1,Stambpl1
RNU6-18P,Gm23144
U6,Gm23144
RNU6-17P,Gm23144
PIM3,Pim3
DOCK3,Dock3
CACNA1D,Cacna1d
CTSO,Ctso
RGS8,Rgs8
PGAP3,Pgap3
TXNL4B,Txnl4b
PHF20L1,Phf20l1
GRTP1,Grtp1
ACAD9,Acad9
OR4X2,Olfr1506
RTKN2,Rtkn2
OR4B1,Olfr142
COL16A1,Col16a1
OR4B1,Olfr1271
OR4B1,Olfr1272
CCDC85A,Ccdc85a
OR4B1,Olfr1273-ps
ZDHHC11B,Zdhhc11
ZDHHC11,Zdhhc11
SNORD127,Gm25970
OR4X2,Olfr1565
DCDC2C,Dcdc2c
TYRO3,Tyro3
ACTA2,Acta2
ALLC,Allc
TDO2,Tdo2
PRL,Prl
KLK12,Klk12
CLSTN3,Clstn3
MYO1C,Myo1c
C11orf42,Gm5901
BRI3,Bri3
TMEFF2,Tmeff2
FAS,Fas
IL16,Il16
HPR,Hp
HP,Hp
COLEC11,Colec11
TPPP,Tppp
SNX25,Snx25
UVSSA,Uvssa
CASKIN1,Caskin1
LAYN,Layn
PRL,Prl3d1
RGS16,Rgs16
CH25H,Ch25h
ARHGAP29,Arhgap29
LIPA,Lipa
FKBP3,Fkbp3
PRL,Prl3d2
CCN6,Ccn6
BTG4,Btg4
CAVIN2,Cavin2
C1RL,C1rl
ARID5B,Arid5b
RNASEL,Rnasel
WNK2,Wnk2
TTLL8,Ttll8
IFIT2,Ifit2
HOATZ,Hoatz
CNGA4,Cnga4
IFIT3,Ifit3
MIR34C,Mir34c
MIR34B,Mir34b
IFIT1B,Ifit1bl1
POU2AF1,Pou2af1
IFIT3,Ifit3b
MAJIN,Majin
COBLL1,Cobll1
NKX1-1,Nkx1-1
CABCOCO1,Cabcoco1
MAPKAPK3,Mapkapk3
BAIAP2L1,Baiap2l1
KLK11,Klk11
ARFGEF1,Arfgef1
RPS7,Rps7
ZFR,Zfr
C1R,C1ra
IFIT1B,Ifit1bl2
IFIT1B,Ifit1
TMEM26,Tmem26
GPHA2,Gpha2
,Rnaseh1
RNASEH1,Rnaseh1
AFF1,Aff1
CFAP161,Cfap161
SLC16A12,Slc16a12
ANO4,Ano4
TSBP1,BC051142
COL1A2,Col1a2
NRXN3,Nrxn3
ADPRHL1,Adprhl1
PPP2R5B,Ppp2r5b
CLDN14,Cldn14
FAM118B,Fam118b
NLRP9,Nlrp9a
CCDC54,Ccdc54
PIP5K1A,Pip5k1a
RNU6-701P,Gm24925
DHODH,Dhodh
SIM2,Sim2
PANK1,Pank1
RNU6-830P,U6
RNU6-1163P,U6
RNU6-986P,U6
MLC1,Mlc1
DOCK10,Dock10
HLCS,Hlcs
CFAP97,Cfap97
ATG2A,Atg2a
COLCA2,Colca2
ATXN2L,Atxn2l
CISH,Cish
ADI1,Adi1
RPUSD4,Rpusd4
NPTX2,Nptx2
MTMR12,Mtmr12
SLC25A4,Slc25a4
TMEM130,Tmem130
DIO2,Dio2
IGHA1,Igha
IGHA2,Igha
C11orf53,1810046K07Rik
RIPPLY3,Ripply3
RNU6-1272P,Gm24669
HELT,Helt
NFXL1,Nfxl1
IGHE,Ighe
PIGP,Pigp
HEMK1,Hemk1
OR4X2,Olfr1274
DCUN1D2,Dcun1d2
SYCP2,Sycp2
FANCM,Fancm
C3orf18,6430571L13Rik
PGD,Pgd
SNORD62,Gm24920
RNU6-57P,Gm22301
QRFPR,Qrfpr
ARHGAP20,Arhgap20
KLK10,Klk10
MIR192,Mir192
FAM53A,Fam53a
EHD1,Ehd1
TG,Tg
TENM1,Tenm1
ASIC5,Asic5
SULT2A1,Sult2a8
CBLB,Cblb
GAS2L3,Gas2l3
PEF1,Pef1
RNU6-745P,Gm25014
PPP1R3D,Ppp1r3d
ADGRE5,Adgre5
FAM217B,Fam217b
CDC42BPG,Cdc42bpg
CDON,Cdon
VPS72,Vps72
CDH26,Cdh26
FKBP15,Fkbp15
GUCY1B1,Gucy1b1
TLNRD1,Tlnrd1
KLK9,Klk9
,Klk9
ZAR1,Zar1
SLC10A4,Slc10a4-ps
GPSM3,Gpsm3
KLHL8,Klhl8
MESD,Mesd
TPX2,Tpx2
RHOBTB1,Rhobtb1
VSIG10L2,Gm1113
PBX2,Pbx2
MIR216B,Mir216b
MIR216A,Mir216a
EFEMP1,Efemp1
SULT2A1,Sult2a7
KIF20B,Kif20b
PRL,Prl3d3
ANXA5,Anxa5
FDX1,Fdx1
EIF3C,Eif3c
EIF3CL,Eif3c
PRL,Prl3c1
DDX25,Ddx25
CRK,Crk
TRAPPC12,Trappc12
RNU2-17P,Gm24763
AVPR2,Avpr2
CNGA1,Cnga1
NINJ1,Ninj1
CCKBR,Cckbr
TEX13D,Tex13c1
TEX13C,Tex13c1
C1S,C1s1
PCDH19,Pcdh19
ERBB2,Erbb2
GUCY1A1,Gucy1a1
PRL,Prl3b1
PUS3,Pus3
PTPRS,Ptprs
NIPAL1,Nipal1
CEP72,Cep72
KLK8,Klk8
HYLS1,Hyls1
SMIM43,Smim43
TMOD4,Tmod4
PATE2,Pate2
HSD17B13,Hsd17b13
HSD17B10,Hsd17b10
TRPM1,Trpm1
PATE4,Pate4
RDX,Rdx
C1R,C1rb
GOLPH3,Golph3
SLBP,Slbp
BRD3,Brd3
PLXNA1,Plxna1
RNU6-611P,U6
DCAF12L2,Dcaf12l2
MIEN1,Mien1
FYN,Fyn
ABCA4,Abca4
PRL,Prl3a1
RIBC1,Ribc1
EIPR1,Eipr1
ZNF496,Zkscan17
TMCO3,Tmco3
SNORA84,Gm23513
ALCAM,Alcam
CARD19,Card19
MOV10L1,Mov10l1
DCAF12L2,Dcaf12l1
IGHM,Ighm
TNMD,Tnmd
PRL,Prl6a1
CPA6,Cpa6
MIS18BP1,Mis18bp1
SUSD3,Susd3
PATE3,Pate3
PRR32,Prr32
PATE1,Pate1
ACSL1,Acsl1
ZC3H12C,Zc3h12c
ACTRT1,Actrt1
CFAP69,Cfap69
TSPAN6,Tspan6
SLC9A3,Slc9a3
RNU6-678P,Gm25253
RNU6-140P,Gm25253
RGSL1,Rgsl1
HCRTR1,Hcrtr1
C11orf87,AI593442
EZH2,Ezh2
HTR7,Htr7
RNU6-274P,U6
YWHAE,Ywhae
SMC1A,Smc1a
SLC31A1,Slc31a1
PRL,Prl8a2
RPP30,Rpp30
CEP128,Cep128
CDC26,Cdc26
ZZZ3,Zzz3
SNORA71,Gm25853
PANX2,Panx2
DDX10,Ddx10
ZPLD1,Zpld1
DOC2B,Doc2b
PRL,Prl2b1
ANKRD1,Ankrd1
PRPF4,Prpf4
PDZD2,Pdzd2
TEDDM1,Teddm1b
TEDDM1,Teddm1a
GRB7,Grb7
NABP1,Nabp1
EXOC3,Exoc3
MYLK2,Mylk2
SRPX2,Srpx2
SMPD4,Smpd4
EXPH5,Exph5
RNF183,Rnf183
FOXS1,Foxs1
CDH4,Cdh4
RNU6-107P,Gm25431
TRABD,Trabd
TINAGL1,Tinagl1
TFDP1,Tfdp1
MEN1,Men1
POGLUT3,Poglut3
PRL,Prl8a6
IKZF3,Ikzf3
PNPT1,Pnpt1
SLC38A11,Slc38a11
IQSEC2,Iqsec2
C11orf65,4930550C14Rik
WDR20,Wdr20rt
FGD3,Fgd3
RNU6-952P,Gm25599
SLA,Sla
HMGA2,Hmga2
RPL10L,Rpl10l
TSHR,Tshr
ACRV1,Acrv1
NR1H4,Nr1h4
NYAP2,Nyap2
ATM,Atm
ATP4B,Atp4b
DUSP15,Dusp15
AHRR,Ahrr
TMEM129,Tmem129
GRK1,Grk1
SERINC2,Serinc2
GLUL,Glul
MIR122,Mir122
ALPK2,Alpk2
SCNM1,Scnm1
CAMKK2,Camkk2
NAA10,Naa10
TMEM255B,Tmem255b
RPH3AL,Rph3al
WDR5,Wdr5
SELENOO,Selenoo
MAST4,Mast4
IK,Ik
TRAF3IP2,Traf3ip2
LRP8,Lrp8
IRS1,Irs1
C5orf22,6030458C11Rik
EXOSC9,Exosc9
CENPU,Cenpu
ZNRF4,Znrf4
C17orf97,1700016K19Rik
CDK1,Cdk1
ZNF648,Zfp648
NLRP3,Nlrp3
PREX2,Prex2
TRAF7,Traf7
RNU6ATAC,Gm25541
C1S,C1s2
TAF4,Taf4
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
RNY3P1,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
RNY3P9,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
Y_RNA,Rny3
RNY3,Rny3
Y_RNA,Rny3
RNY1,Rny1
PDIA4,Pdia4
RN7SL558P,Gm22567
WDR55,Wdr55
PCGF5,Pcgf5
MYO6,Myo6
RFLNB,Rflnb
CHCHD6,Chchd6
DND1,Dnd1
CCN4,Ccn4
SLC17A8,Slc17a8
OR2B11,Olfr222
SCN3A,Scn3a
HARS1,Hars
GTF2A1,Gtf2a1
LYSMD1,Lysmd1
CAVIN3,Cavin3
ZPBP2,Zpbp2
TNFAIP8L2,Tnfaip8l2
KLK7,Klk7
AK5,Ak5
TUBGCP6,Tubgcp6
LPCAT3,Lpcat3
SMPD1,Smpd1
GAS6,Gas6
,Gm24173
,Gm24173
,Gm24173
RHBDD1,Rhbdd1
MSRB3,Msrb3
PTPRJ,Ptprj
GCLM,Gclm
PKD1L3,Pkd1l3
MDGA2,Mdga2
ZNF786,Zfp786
